Player ID ,Stuck ID,Learned,Level,Event Index,Content,Start,End,Start or Restart ,Rule Break ,Deviation,Passed Boundary ,Flag ,YouObject,YouRule,TextObstacle,BrokenStop,OutsideText,WinText,Is-Outside,ObjectObstacle,OtherObstacle
Player 12,Stuck1,Yes,01 - Where Do I Go? ,7,change_update_baba:15:14:2,1306.66,1306.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,8,input_left_,1306.66,1306.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,9,change_update_baba:15:14:1,3290,3290,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,10,change_update_baba:15:13:1,3290,3290,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,11,input_up_,3290,3290,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,12,change_update_baba:15:12:1,3656.66,3656.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,13,input_up_,3656.66,3656.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,14,input_up_,3973.33,3973.33,0,0,1,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,15,change_update_baba:15:12:2,5340,5340,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,16,change_update_baba:14:12:2,5340,5340,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,17,input_left_,5340,5340,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,18,change_update_baba:14:12:3,12090,12090,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,19,change_update_baba:14:13:3,12090,12090,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,20,input_down_,12090,12090,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,21,change_update_baba:14:13:2,12506.66,12506.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,22,change_update_baba:13:13:2,12506.66,12506.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,23,input_left_,12506.66,12506.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,24,change_update_text_wall:11:13:2,12873.33,12873.33,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,25,change_update_baba:12:13:2,12873.33,12873.33,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,26,event_rule_remove_12:13:wall is stop ,12873.33,12873.33,0,1,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,27,input_left_,12873.33,12873.33,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,28,change_update_baba:12:13:0,15240,15240,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,29,change_update_baba:13:13:0,15240,15240,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,30,input_right_,15240,15240,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,31,change_update_baba:14:13:0,15406.66,15406.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,32,input_right_,15406.66,15406.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,33,change_update_baba:14:13:3,16073.33,16073.33,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,34,change_update_baba:14:14:3,16073.33,16073.33,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,35,input_down_,16073.33,16073.33,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,36,change_update_baba:14:14:2,16490,16490,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,37,change_update_baba:13:14:2,16490,16490,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,38,input_left_,16490,16490,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,39,change_update_baba:13:14:1,19273.33,19273.33,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,40,change_update_baba:13:13:1,19273.33,19273.33,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,41,input_up_,19273.33,19273.33,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,42,change_update_baba:13:12:1,19656.66,19656.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,43,input_up_,19656.66,19656.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,44,change_update_baba:13:11:1,19990,19990,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,45,input_up_,19990,19990,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,46,change_update_baba:13:10:1,20556.66,20556.66,0,0,0,0,,,,,,,,,,
Player 12,Stuck1,Yes,01 - Where Do I Go? ,47,input_up_,20556.66,20556.66,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,1,event_start_,-3726.33,-3726.33,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,2,event_rule_add_7:13:baba is you ,-3726.33,-3726.33,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,3,event_rule_add_12:13:wall is stop ,-3726.33,-3726.33,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,4,change_update_baba:15:14:2,6357,6357,1,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,5,change_update_baba:14:14:2,6357,6357,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,6,input_left_,6357,6357,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,7,change_update_baba:13:14:2,6940.34,6940.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,8,input_left_,6940.34,6940.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,9,change_update_text_is:11:14:2,7107,7107,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,10,change_update_baba:12:14:2,7107,7107,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,11,event_rule_remove_12:13:wall is stop ,7107,7107,0,1,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,12,input_left_,7107,7107,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,13,change_update_baba:12:14:0,7940.34,7940.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,14,change_update_baba:13:14:0,7940.34,7940.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,15,input_right_,7940.34,7940.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,16,change_update_baba:14:14:0,8107,8107,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,17,input_right_,8107,8107,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,18,change_update_baba:14:14:3,8640.34,8640.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,19,change_update_baba:14:15:3,8640.34,8640.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,20,input_down_,8640.34,8640.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,21,change_update_baba:14:15:2,8923.67,8923.67,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,22,change_update_baba:13:15:2,8923.67,8923.67,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,23,input_left_,8923.67,8923.67,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,24,change_update_text_stop:11:15:2,9090.34,9090.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,25,change_update_baba:12:15:2,9090.34,9090.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,26,input_left_,9090.34,9090.34,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,27,change_update_text_stop:10:15:2,9257,9257,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,28,change_update_baba:11:15:2,9257,9257,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,29,input_left_,9257,9257,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,30,change_update_text_stop:9:15:2,9423.67,9423.67,0,0,0,0,,,,,,,,,,
Player 13,Stuck1,No,01 - Where Do I Go? ,31,change_update_baba:10:15:2,9423.67,9423.67,0,0,0,0,,,,,,,,,,
